"Project","MethodIndex","Method","Count","Tests"
"xalan-j","26","org.apache.fop.fonts.truetype.OpenFont.getWidths()","511632","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testResolve [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testSVGAFPTrueType [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetWidths [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFontType [fop-core],org.apache.fop.pdf.PDFVTTestCase.textIF [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testGlyphNumberAndWidths [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testAFPTrueType [fop-core],org.apache.fop.svg.font.GlyphLayoutTestCase.testAdvancedGlyphPositioning [fop-core],org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testDeriveFont [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testGetFamilyThatCanDisplay [fop-core],org.apache.fop.render.pdf.PDFEncodingTestCase.testPDFEncodingWithNonBMPFont [fop-core],org.apache.fop.fonts.truetype.OTFFileTestCase.testGlyphNumberAndWidths [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testStrikeout [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testUnderline [fop-core],org.apache.fop.svg.font.GlyphLayoutTestCase.testBasicGlyphPositioning [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetWidths [fop-core],org.apache.fop.pdf.PDFVTTestCase.textFO [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testFontName [fop-core],org.apache.fop.accessibility.fo.ArtifactImageBugTestCase.testMarkerStateTrackingBug [fop-core]"
"xalan-j","27","org.apache.fop.afp.AFPUnitConverter.transformPoints(float[],float[],boolean)","480096","org.apache.fop.render.afp.AFPPainterTestCase.testPresentationText [fop-core],org.apache.fop.render.afp.AFPPainterTestCase.testPresentationText2 [fop-core]"
"xalan-j","28","org.apache.fop.fonts.truetype.OpenFont.initAnsiWidths()","453440","org.apache.fop.fonts.truetype.TTFFileTestCase.testLastChar [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testIsCFF [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testFontNames [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetFlags [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetWeightClass [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetFontBBox [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testBBox [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.textUnicodeCoverage [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetKerning [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetSubFamilyName [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testStringIndex [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetItalicAngle [fop-core],org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testOffsets [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testBoundingBoxes [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetCMaps [fop-core],org.apache.fop.fonts.truetype.OTFFileTestCase.testBoundingBoxes [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetPostScriptName [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetFamilyNames [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testStrikeout [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testResolve [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testLastChar [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testConvertTTFUnit2PDFUnit [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetFamilyNames [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetLowerCaseAscent [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetCharWidth [fop-core],org.apache.fop.render.pcl.PCLPainterTestCase.testTruetype [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetCharSetName [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testResizeOfOperand [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetCharWidth [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testCompositeGlyphMapping [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testTopDictData [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetCharSetName [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetLowerCaseAscent [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testReservedIndex [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetStemV [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetXHeight [fop-core],org.apache.fop.fonts.truetype.OTFFileTestCase.testGlyphNumberAndWidths [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetWidths [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testUnderline [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetCapHeight [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetXHeight [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetCMaps [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetFullName [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testCheckTTC [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetWeightClass [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetGlyphName [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testGlyphNumberAndWidths [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetKerning [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testBBox [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testDeriveFont [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testGetFamilyThatCanDisplay [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetFirstChar [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetFontBBox [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testIsEmbeddable [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testConvertTTFUnit2PDFUnit [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetPostScriptName [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetCapHeight [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testIsCFF [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetFlags [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.textUnicodeCoverage [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetStemV [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetAnsiKerning [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetWidths [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testReadFont3Args [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetItalicAngle [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetGlyphName [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetFullName [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testGetFirstChar [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testUnderline [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testStrikeout [fop-core],org.apache.fop.fonts.truetype.OTFFileTestCase.testFontNames [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetSubFamilyName [fop-core],org.apache.fop.fonts.truetype.TTFFileTestCase.testIsEmbeddable [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testCheckTTC [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testReservedIndex [fop-core],org.apache.fop.fonts.truetype.TTFSubSetFileTestCase.testGetAnsiKerning [fop-core]"
"xalan-j","29","org.apache.fop.fonts.truetype.OpenFont.getBoundingBoxes()","413136","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testResolve [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testSVGAFPTrueType [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFontType [fop-core],org.apache.fop.pdf.PDFVTTestCase.textIF [fop-core],org.apache.fop.fonts.truetype.OTFToType1TestCase.testFont [fop-core],org.apache.fop.render.afp.AFPTrueTypeTestCase.testAFPTrueType [fop-core],org.apache.fop.svg.font.GlyphLayoutTestCase.testAdvancedGlyphPositioning [fop-core],org.apache.fop.fonts.truetype.TTFFontLoaderTestCase.testUseKerning [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testDeriveFont [fop-core],org.apache.fop.svg.font.FOPFontFamilyResolverTestCase.testGetFamilyThatCanDisplay [fop-core],org.apache.fop.render.pdf.PDFEncodingTestCase.testPDFEncodingWithNonBMPFont [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testBoundingBoxes [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testStrikeout [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testUnderline [fop-core],org.apache.fop.svg.font.GlyphLayoutTestCase.testBasicGlyphPositioning [fop-core],org.apache.fop.pdf.PDFVTTestCase.textFO [fop-core],org.apache.fop.fonts.DejaVuLGCSerifTestCase.testFontName [fop-core],org.apache.fop.accessibility.fo.ArtifactImageBugTestCase.testMarkerStateTrackingBug [fop-core],org.apache.fop.fonts.truetype.OTFFileTestCase.testBoundingBoxes [fop-core]"
"xalan-j","30","org.apache.fop.fo.properties.CommonBorderPaddingBackground.hashCode()","340704","org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoRowSpans [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testArtifact [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.headerTableCellMustPropagateScope [fop-core],org.apache.fop.fo.flow.table.TableColumnColumnNumberTestCase.testColumnNumber [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoColNoRowSimple [fop-core],org.apache.fop.apps.FopFactoryTestCase.testUserConfig [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testSideRegions [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoColWithRowsSpans [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testCompleteDocument [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoColNoRowSpans [fop-core],org.apache.fop.fo.flow.table.CollapsedConditionalBorderTestCase.testCollapsedConditionalBordersHeaderFooter [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoColWithRowsSimple [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testWithRowsSimple [fop-core],org.apache.fop.events.EventProcessingTestCase.testPageOverflow [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testNoRowSimple [fop-core],org.apache.fop.accessibility.fo.FO2StructureTreeConverterTestCase.testTableFooters [fop-core],org.apache.fop.fo.flow.table.CollapsedConditionalBorderTestCase.testCollapsedConditionalBorders [fop-core],org.apache.fop.fo.flow.table.RowGroupBuilderTestCase.testWithRowsSpans [fop-core],org.apache.fop.fo.DelegatingFOEventHandlerTestCase.testFOEventHandler [fop-core],org.apache.fop.fo.pagination.LayoutMasterSetTestCase.testFlowMapping [fop-core]"
"xalan-j","31","org.apache.fop.render.pcl.fonts.truetype.PCLTTFFontReader.int[]>getCharacterOffsets()","334512","org.apache.fop.render.pcl.PCLPainterTestCase.testTruetype [fop-core],org.apache.fop.render.pcl.fonts.PCLTTFFontReaderTestCase.verifyFontAData [fop-core]"
"xalan-j","32","org.apache.fop.hyphenation.TernaryTree.init()","246720","org.apache.fop.events.EventProcessingTestCase.testHyphenationNotFound [fop-core],org.apache.fop.HyphenationTestCase.testHyphenatorCache [fop-core],org.apache.fop.HyphenationTestCase.testHyphenator [fop-core],org.apache.fop.HyphenationTestCase.testHyphenatorBinary [fop-core]"
"xalan-j","33","org.apache.fop.afp.parser.MODCAParser.readNextStructuredField()","216640","org.apache.fop.afp.AFPResourceUtilTestCase.testCopyResourceFile [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNoEndName [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testCopyNamedResource [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceAnyName [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNameMismatch [fop-core],org.apache.fop.afp.AFPResourceUtilTestCase.testResourceNameMatch [fop-core],org.apache.fop.render.afp.NoOperationTestCase.testNoOperation [fop-core]"
"xalan-j","34","org.apache.fop.fonts.truetype.OTFSubSetFile.readCharStringData(byte[],int)","191808","org.apache.fop.pdf.PDFFactoryTestCase.testMakeOTFFont [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testTopDictData [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testOffsets [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testFDArraySize [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testCharStringIndex [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testStringIndex [fop-core],org.apache.fop.fonts.truetype.OTFSubSetFileTestCase.testResizeOfOperand [fop-core]"
